cg,What is wireframe model?,Solid model,Edge-based representation,Textured model,Colored model,1,Wireframe shows only edges unlike solid or textured models,basics
cg,Which technique improves performance by reducing polygon count?,Level of detail,Anti-aliasing,Clipping,Scaling,0,LOD reduces complexity based on distance unlike visual smoothing techniques,rendering
cg,What is illumination model?,Lighting calculation method,Color storage method,Clipping method,Transformation method,0,Illumination models define how light interacts with surfaces unlike storage methods,rendering
cg,Which algorithm is used for polygon clipping?,Cohen-Sutherland,Sutherland-Hodgman,Bresenham,DDA,1,Sutherland-Hodgman clips polygons unlike Cohen-Sutherland which clips lines,algorithms
cg,What is transformation composition?,Applying multiple transformations sequentially,Removing transformations,Storing transformations,Scaling only,0,Composition combines transformations into single matrix unlike isolated operations,transformations
cg,Which technique is used for shadow generation?,Ray tracing,Scaling,Translation,Clipping,0,Ray tracing simulates light to generate shadows unlike transformations,rendering
cg,What is viewport?,Visible display area,Memory unit,Processing unit,Input device,0,Viewport defines output display region unlike hardware components,basics
cg,Which factor affects rendering speed most?,Polygon count,Font size,Color scheme,Text style,0,More polygons increase computation unlike UI attributes,performance
cg,What is spline curve used for?,Smooth curve modeling,Line drawing,Clipping,Scaling,0,Splines generate smooth curves unlike straight line algorithms,algorithms
cg,Which coordinate system is device dependent?,World coordinates,Normalized coordinates,Device coordinates,Object coordinates,2,Device coordinates map directly to screen unlike world coordinates,basics
cg,What is raster scan display?,Line-by-line display method,Random drawing method,Vector display,Analog display,0,Raster scan displays image line by line unlike random scan systems,hardware
cg,Which transformation flips object across axis?,Translation,Reflection,Scaling,Rotation,1,Reflection mirrors object unlike translation or rotation,transformations
cg,What is Gouraud shading limitation?,Flat colors,Loss of highlights,Slow performance,High memory usage,1,Gouraud may miss specular highlights unlike Phong shading,rendering
cg,What is Phong shading advantage?,Fast computation,Smooth highlights,Low memory,Simple implementation,1,Phong provides accurate lighting unlike simpler shading models,rendering
cg,Which technique is used for hidden surface removal in scan-line method?,Depth comparison,Color blending,Scaling,Translation,0,Depth comparison determines visible surfaces unlike transformations,algorithms
cg,What is clipping algorithm used for?,Remove outside objects,Scale objects,Rotate objects,Color objects,0,Clipping removes invisible parts unlike transformations,algorithms
cg,Which transformation changes object orientation?,Translation,Rotation,Scaling,Reflection,1,Rotation alters orientation unlike translation or scaling,transformations
subject,Question,A,B,C,D,answer,explanation,topic
cg,Which stage of the graphics pipeline converts 3D coordinates into 2D screen coordinates?,Modeling stage,Projection stage,Rasterization stage,Clipping stage,1,Projection transforms 3D world coordinates into 2D view coordinates unlike rasterization which converts primitives to pixels,rendering
cg,What is the purpose of normalization in graphics transformations?,Scale objects uniformly,Convert coordinates into standard range,Increase resolution,Reduce memory usage,1,Normalization maps coordinates into a standard view volume unlike scaling which changes size,transformations
cg,Which algorithm is commonly used for line clipping?,Sutherland-Hodgman,Cohen-Sutherland,Bresenham,DDA,1,Cohen-Sutherland efficiently clips lines using region codes unlike Sutherland-Hodgman which is for polygons,algorithms
cg,What is the advantage of using homogeneous coordinates?,Simplifies matrix operations for transformations,Increases color depth,Reduces pixel size,Improves rendering speed only,0,Homogeneous coordinates allow combining multiple transformations into single matrix unlike basic coordinate systems,transformations
cg,Which method is used for smooth curve representation in graphics?,Bezier curves,Bresenham lines,DDA lines,Scan-line method,0,Bezier curves generate smooth curves unlike line drawing algorithms,algorithms
cg,What is the role of clipping algorithms?,Add colors,Remove parts outside viewing region,Increase resolution,Rotate objects,1,Clipping ensures only visible parts are rendered unlike transformations,algorithms
cg,Which transformation maintains object proportions but changes size?,Translation,Scaling,Rotation,Reflection,1,Scaling changes size uniformly unlike translation or rotation,transformations
cg,What is the purpose of Z-buffering?,Store pixel colors,Handle hidden surface removal,Draw lines,Scale objects,1,Z-buffer compares depth values to determine visibility unlike frame buffer storing colors,algorithms
cg,Which shading technique uses vertex normals for color interpolation?,Flat shading,Gouraud shading,Phong shading,Wireframe shading,1,Gouraud interpolates colors across vertices unlike flat shading which uses single color,rendering
cg,What is rasterization in graphics?,Converting geometric data into pixels,Scaling objects,Clipping objects,Rotating objects,0,Rasterization converts shapes into pixel representation unlike transformations,rendering
cg,Which projection type is used for realistic depth perception?,Orthographic projection,Perspective projection,Oblique projection,Isometric projection,1,Perspective projection simulates human vision unlike orthographic which preserves size,projection
cg,What is the role of viewport transformation?,Map coordinates to display region,Store data,Perform clipping,Apply shading,0,Viewport maps normalized coordinates to screen coordinates unlike clipping or shading,transformations
cg,Which algorithm is used for polygon clipping?,Cohen-Sutherland,Sutherland-Hodgman,Bresenham,DDA,1,Sutherland-Hodgman clips polygons unlike Cohen-Sutherland for lines,algorithms
cg,What is back-face culling used for?,Improve lighting,Remove hidden surfaces facing away,Increase resolution,Scale objects,1,Back-face culling improves performance by ignoring invisible faces unlike shading,rendering
cg,Which transformation flips an object across a line?,Translation,Reflection,Scaling,Rotation,1,Reflection produces mirror image unlike translation or rotation,transformations
cg,What is aliasing effect?,Smooth edges,Jagged edges due to low resolution,Color blending,Scaling distortion,1,Aliasing produces jagged edges unlike anti-aliasing which smooths edges,basics
cg,Which technique is used to reduce aliasing?,Clipping,Anti-aliasing,Scaling,Translation,1,Anti-aliasing smooths edges by blending pixel colors unlike clipping,rendering
cg,What is the function of scan conversion?,Convert shapes into pixel representation,Store data,Apply transformations,Clip objects,0,Scan conversion maps geometric shapes into pixels unlike transformations,rendering
cg,Which method improves rendering performance by reducing detail at distance?,Level of detail,Clipping,Scaling,Reflection,0,LOD reduces polygon count based on distance unlike transformations,rendering
cg,What is illumination model in graphics?,Color storage method,Light interaction calculation,Clipping technique,Scaling method,1,Illumination models define how light interacts with surfaces unlike storage or transformations,rendering
cg,Which coordinate system is independent of device resolution?,Device coordinates,World coordinates,Screen coordinates,Pixel coordinates,1,World coordinates are independent of display devices unlike device coordinates,basics
cg,What is the purpose of transformation matrices?,Store data,Perform geometric transformations,Render images,Process input,1,Matrices enable efficient transformations like rotation scaling unlike storage,transformations
cg,Which algorithm is used for hidden line removal?,Z-buffer,Bresenham,DDA,Scan-line algorithm,0,Z-buffer determines visibility based on depth unlike line drawing algorithms,algorithms
cg,What is wireframe representation?,Solid model,Edge-only model,Textured model,Shaded model,1,Wireframe shows only edges unlike solid or shaded models,basics
cg,Which shading technique computes lighting per pixel?,Flat shading,Gouraud shading,Phong shading,Wireframe shading,2,Phong shading provides more realistic lighting than Gouraud or flat shading,rendering
cg,What is texture mapping?,Applying images to surfaces,Scaling objects,Clipping objects,Rotating objects,0,Texture mapping adds surface detail unlike geometric transformations,rendering
cg,Which transformation changes object position only?,Scaling,Translation,Rotation,Shearing,1,Translation moves object without altering shape unlike scaling or rotation,transformations
cg,What is spline curve used for?,Smooth curve generation,Line drawing,Clipping,Scaling,0,Splines create smooth curves unlike straight line algorithms,algorithms
cg,Which factor affects rendering performance most?,Polygon count,Font style,Color scheme,Text size,0,More polygons increase computational load unlike UI attributes,performance
cg,What is clipping window?,Visible region of scene,Memory unit,Processing unit,Input device,0,Clipping window defines visible area unlike hardware components,basics
cg,Which projection maintains parallel lines?,Perspective projection,Parallel projection,Scaling projection,Reflection projection,1,Parallel projection preserves parallelism unlike perspective projection,projection
cg,What is gamma correction used for?,Adjust brightness and contrast,Scale objects,Rotate images,Clip objects,0,Gamma correction adjusts luminance for display devices unlike transformations,rendering
cg,Which transformation skews object shape?,Scaling,Shearing,Rotation,Translation,1,Shearing distorts shape unlike scaling or rotation,transformations
cg,What is rendering pipeline?,Sequence of steps to generate image,Storage system,Input system,Memory unit,0,Rendering pipeline converts 3D data into final image unlike storage or input systems,rendering
cg,Which algorithm is used for anti-aliasing lines?,Wu’s algorithm,Bresenham,DDA,Prim algorithm,0,Wu’s algorithm smooths lines unlike Bresenham which produces jagged edges,algorithms
cg,What is viewport?,Display region on screen,Memory unit,Processing unit,Input device,0,Viewport defines output display area unlike hardware components,basics
cg,Which technique generates realistic shadows?,Ray tracing,Scaling,Translation,Clipping,0,Ray tracing simulates light behavior unlike transformations,rendering
cg,What is interpolation used for?,Estimate intermediate values,Remove data,Scale objects,Clip objects,0,Interpolation smooths transitions unlike transformations,rendering
cg,Which transformation preserves shape and size?,Translation,Rotation,Reflection,All of these,3,These transformations preserve shape unlike scaling which changes size,transformations
cg,What is raster scan display?,Line-by-line scanning display,Random scanning,Vector display,Analog display,0,Raster scan displays image line by line unlike random scan systems,hardware
subject,Question,A,B,C,D,answer,explanation,topic
se,Which phase of SDLC focuses on gathering and analyzing user requirements?,Design phase,Requirement analysis phase,Testing phase,Deployment phase,1,Requirement analysis defines system needs clearly unlike design which focuses on structure,sdlc
se,Which SDLC model is best suited when requirements are well-defined and stable?,Agile model,Waterfall model,Spiral model,Prototype model,1,Waterfall works best with fixed requirements unlike Agile which supports frequent changes,models
se,Which model emphasizes iterative development and customer feedback?,Waterfall model,Agile model,V-model,Big bang model,1,Agile allows continuous feedback and iteration unlike Waterfall which is linear,models
se,What is the primary goal of software design?,Write code,Define architecture and components,Test software,Deploy system,1,Design creates blueprint of system unlike coding which implements it,design
se,Which testing ensures individual modules work correctly?,Integration testing,Unit testing,System testing,Acceptance testing,1,Unit testing validates smallest components unlike integration testing which checks combined modules,testing
se,Which testing checks interaction between modules?,Unit testing,Integration testing,Alpha testing,Beta testing,1,Integration testing ensures modules work together unlike unit testing which focuses on individual parts,testing
se,Which testing validates the complete system against requirements?,Unit testing,Integration testing,System testing,Regression testing,2,System testing verifies entire system functionality unlike unit or integration testing,testing
se,What is regression testing?,Testing new features,Testing after changes to ensure no new bugs,Testing performance,Testing UI only,1,Regression testing ensures existing functionality remains intact after updates,testing
se,Which model combines iterative and waterfall approaches?,Agile model,Spiral model,V-model,Prototype model,1,Spiral integrates iteration with risk analysis unlike pure waterfall,models
se,What is software requirement specification?,Code document,Detailed description of system requirements,Testing report,Design diagram,1,SRS defines requirements clearly for development unlike design or test documents,documentation
se,Which metric measures software size?,Cyclomatic complexity,Lines of code,Coupling,Cohesion,1,LOC measures size while complexity measures logic difficulty,metrics
se,What is cohesion in software design?,Degree of module independence,Degree of internal module relatedness,Code length,Testing effort,1,High cohesion means module elements are closely related unlike coupling,design
se,What is coupling in software design?,Internal relation,Dependency between modules,Code size,Testing method,1,Low coupling is preferred to reduce dependency unlike cohesion which measures internal relation,design
se,Which principle promotes minimal dependency between modules?,High coupling,Low coupling,High cohesion,Low cohesion,1,Low coupling improves modularity unlike high coupling which increases dependency,design
se,Which principle ensures module elements are strongly related?,High cohesion,Low cohesion,High coupling,Low coupling,0,High cohesion improves maintainability unlike low cohesion,design
se,What is a use case diagram used for?,Show system flow,Represent user interactions,Display database schema,Show code structure,1,Use case diagrams model user interactions unlike structural diagrams,uml
se,Which diagram shows system structure and relationships?,Class diagram,Use case diagram,Sequence diagram,Activity diagram,0,Class diagram represents structure unlike sequence diagrams which show interactions,uml
se,Which diagram represents object interactions over time?,Class diagram,Sequence diagram,Use case diagram,State diagram,1,Sequence diagrams show message flow between objects unlike static diagrams,uml
se,What is refactoring?,Adding features,Improving code structure without changing behavior,Testing code,Deploying system,1,Refactoring enhances readability and maintainability without altering functionality,maintenance
se,Which phase comes after design in SDLC?,Requirement analysis,Implementation,Testing,Maintenance,1,Implementation follows design where coding is done,sdlc
se,What is verification in software engineering?,Checking product correctness,Checking product meets user needs,Testing code,Deploying system,0,Verification ensures product is built correctly unlike validation which checks user needs,testing
se,What is validation?,Checking requirements,Checking product meets user needs,Testing modules,Debugging code,1,Validation ensures software satisfies user requirements unlike verification,testing
se,Which testing is performed by developers?,Unit testing,System testing,Acceptance testing,Beta testing,0,Developers typically perform unit testing unlike acceptance testing done by users,testing
se,What is black-box testing?,Testing internal code,Testing functionality without knowing code,Testing performance,Testing UI only,1,Black-box focuses on input-output behavior unlike white-box which inspects code,testing
se,What is white-box testing?,Testing external behavior,Testing internal code logic,Testing UI,Testing performance,1,White-box examines internal logic unlike black-box testing,testing
se,Which lifecycle model focuses on risk analysis?,Waterfall model,Spiral model,Agile model,V-model,1,Spiral includes risk assessment at each iteration unlike waterfall,models
se,What is agile methodology?,Linear approach,Iterative flexible approach,Rigid model,Testing model,1,Agile supports continuous iteration and feedback unlike rigid models,models
se,What is scrum in agile?,Testing tool,Framework for managing agile projects,Programming language,Database system,1,Scrum organizes agile workflow using sprints unlike tools or languages,agile
se,What is sprint in scrum?,Long project phase,Short development cycle,Testing phase,Deployment phase,1,Sprint is time-boxed iteration delivering features unlike full lifecycle phases,agile
se,What is backlog in scrum?,Completed tasks,List of pending tasks,Testing report,Code repository,1,Backlog contains prioritized work items unlike completed tasks,agile
se,What is debugging?,Writing code,Finding and fixing errors,Testing software,Deploying system,1,Debugging removes defects unlike testing which detects them,maintenance
se,What is software maintenance?,Developing new software,Updating and improving existing software,Testing software,Designing system,1,Maintenance ensures system remains functional and updated unlike development,maintenance
se,Which type of maintenance fixes errors?,Corrective maintenance,Adaptive maintenance,Perfective maintenance,Preventive maintenance,0,Corrective maintenance resolves defects unlike adaptive which handles environment changes,maintenance
se,Which maintenance adapts software to new environment?,Corrective,Adaptive,Perfective,Preventive,1,Adaptive maintenance ensures compatibility with new systems unlike corrective maintenance,maintenance
se,Which maintenance improves performance or features?,Corrective,Adaptive,Perfective,Preventive,2,Perfective maintenance enhances functionality unlike corrective maintenance,maintenance
se,What is software reliability?,Speed of execution,Probability of failure-free operation,Code size,UI quality,1,Reliability measures consistent performance without failure unlike speed or UI,quality
se,What is software quality?,Number of features,Meeting requirements and standards,Code length,Execution speed,1,Quality ensures software meets requirements unlike feature count alone,quality
subject,Question,A,B,C,D,answer,explanation,topic
se,Which software development model focuses on rapid prototyping and user feedback?,Waterfall model,Prototype model,V-model,Spiral model,1,Prototype model builds early versions for user feedback unlike Waterfall which is rigid,models
se,What is the main objective of feasibility study?,Develop code,Evaluate project viability,Test software,Deploy system,1,Feasibility study checks technical and economic viability before development unlike coding or testing,sdlc
se,Which type of feasibility assesses cost and benefit analysis?,Technical feasibility,Economic feasibility,Operational feasibility,Schedule feasibility,1,Economic feasibility evaluates cost effectiveness unlike technical feasibility,management
se,What is functional requirement?,System behavior specification,Performance requirement,Hardware requirement,Security requirement,0,Functional requirements define what system should do unlike non-functional requirements,requirements
se,What is non-functional requirement?,System functionality,System performance and constraints,User input,System output,1,Non-functional requirements define quality attributes like performance unlike functional requirements,requirements
se,Which diagram represents workflow of activities?,Class diagram,Activity diagram,Sequence diagram,Use case diagram,1,Activity diagram shows workflow unlike class diagram which shows structure,uml
se,Which diagram represents system states and transitions?,State diagram,Class diagram,Use case diagram,Sequence diagram,0,State diagram models state changes unlike sequence diagrams,uml
se,What is software architecture?,Detailed code,High-level structure of system,Testing method,Deployment strategy,1,Architecture defines system structure and components unlike detailed code,design
se,Which pattern separates data from user interface?,MVC pattern,Singleton pattern,Observer pattern,Factory pattern,0,MVC separates model view and controller unlike other patterns,design_patterns
se,What is singleton pattern?,Multiple instances allowed,Single instance class,Multiple inheritance,Dynamic binding,1,Singleton ensures only one instance exists unlike general classes,design_patterns
se,Which testing ensures software works in real environment?,Unit testing,Integration testing,Acceptance testing,System testing,2,Acceptance testing validates software with real users unlike system testing,testing
se,What is alpha testing?,Testing by developers,Testing by users in real environment,Testing before release internally,Testing performance only,2,Alpha testing is internal testing before beta unlike user testing,testing
se,What is beta testing?,Internal testing,Testing by selected users,Testing by developers,Testing modules,1,Beta testing is done by real users before release unlike alpha testing,testing
se,Which metric measures complexity of code?,Lines of code,Cyclomatic complexity,Coupling,Cohesion,1,Cyclomatic complexity measures decision paths unlike LOC,metrics
se,What is risk management?,Ignoring risks,Identifying and mitigating risks,Testing code,Writing documentation,1,Risk management handles uncertainties proactively unlike ignoring risks,management
se,Which model emphasizes verification and validation at each stage?,Waterfall model,V-model,Agile model,Spiral model,1,V-model pairs development and testing phases unlike waterfall,models
se,What is continuous integration?,Manual integration,Frequent code integration and testing,Testing only,Deployment only,1,CI integrates code regularly to detect issues early unlike manual integration,devops
se,What is continuous delivery?,Manual release,Automated deployment pipeline,Testing only,Requirement gathering,1,Continuous delivery automates release process unlike manual deployment,devops
se,What is DevOps?,Development only,Integration of development and operations,Testing framework,Design model,1,DevOps combines development and operations for efficiency unlike isolated workflows,devops
se,What is code review?,Writing code,Reviewing code for quality,Testing code,Deploying code,1,Code review improves quality and detects issues unlike testing alone,quality
se,What is version control?,Managing code versions,Testing code,Designing UI,Deploying system,0,Version control tracks changes in code unlike deployment tools,tools
se,Which tool is used for version control?,Git,Jira,Selenium,Docker,0,Git manages code versions unlike Jira which is project management tool,tools
se,What is branching in version control?,Deleting code,Creating parallel versions of code,Testing code,Deploying code,1,Branching allows independent development unlike deleting code,tools
se,What is merging in version control?,Combining branches,Deleting branches,Testing branches,Cloning repository,0,Merging integrates changes from different branches unlike cloning,tools
se,What is agile principle?,Rigid process,Customer collaboration,No testing,No documentation,1,Agile emphasizes collaboration and flexibility unlike rigid processes,agile
se,What is Kanban?,Testing tool,Visual workflow management method,Programming language,Database system,1,Kanban visualizes workflow unlike programming tools,agile
se,What is backlog refinement?,Removing tasks,Updating and prioritizing backlog,Testing backlog,Deploying backlog,1,Refinement ensures backlog clarity unlike removal,agile
se,What is sprint review?,Planning sprint,Reviewing completed work,Testing sprint,Deploying sprint,1,Sprint review evaluates deliverables unlike planning phase,agile
se,What is sprint retrospective?,Planning sprint,Improving team process,Testing code,Deploying system,1,Retrospective focuses on team improvement unlike product review,agile
se,What is defect?,Feature,Error in software,Requirement,Design,1,Defect is a flaw causing incorrect behavior unlike feature,quality
se,What is bug?,Working feature,Error in program,Requirement,Design pattern,1,Bug refers to coding error unlike requirement or design,quality
se,What is software reuse?,Rewriting code,Using existing components,Testing code,Deploying system,1,Reuse saves time and effort unlike rewriting code,design
se,What is modularity?,Single module system,Dividing system into modules,Testing modules,Deploying modules,1,Modularity improves maintainability unlike monolithic design,design
se,What is abstraction?,Hiding implementation details,Showing all details,Testing code,Deploying system,0,Abstraction hides complexity unlike exposing details,design
se,What is encapsulation?,Combining data and methods,Hiding data,Testing code,Deploying system,0,Encapsulation bundles data and behavior unlike abstraction alone,design
se,What is polymorphism?,Single behavior,Multiple forms of behavior,Testing method,Deployment strategy,1,Polymorphism allows different implementations unlike single behavior,design
se,What is inheritance?,Reusing code from parent class,Deleting code,Testing code,Deploying system,0,Inheritance enables code reuse unlike rewriting code,design
se,What is coupling issue?,High dependency,Low dependency,High cohesion,Low cohesion,0,High coupling increases dependency unlike low coupling which is desirable,design
se,What is cohesion issue?,Low relatedness within module,High relatedness,High coupling,Low dependency,0,Low cohesion reduces maintainability unlike high cohesion,design
subject,Question,A,B,C,D,answer,explanation,topic
se,Which SDLC phase focuses on converting design into executable code?,Requirement analysis,Design phase,Implementation phase,Testing phase,2,Implementation phase involves actual coding based on design unlike requirement or testing phases,sdlc
se,Which testing type verifies system performance under heavy load?,Unit testing,Integration testing,Load testing,Acceptance testing,2,Load testing evaluates system behavior under stress unlike unit or integration testing,testing
se,What is stress testing?,Testing under normal conditions,Testing under extreme conditions,Testing UI,Testing code structure,1,Stress testing pushes system beyond limits unlike normal load testing,testing
se,Which document describes system architecture and components?,SRS document,Design document,Test plan,User manual,1,Design document outlines architecture unlike SRS which defines requirements,documentation
se,What is traceability in software engineering?,Tracking code changes,Linking requirements to implementation and testing,Testing modules,Deploying software,1,Traceability ensures all requirements are covered in development and testing unlike code tracking,management
se,Which metric measures effort required to maintain software?,Reliability metric,Maintainability metric,Efficiency metric,Usability metric,1,Maintainability indicates ease of updates unlike reliability which measures failure rate,quality
se,What is software portability?,Ability to run on different platforms,Speed of execution,Security level,Code length,0,Portability ensures compatibility across environments unlike speed or security metrics,quality
se,Which model is best when requirements are unclear initially?,Waterfall model,Prototype model,V-model,Big bang model,1,Prototype model allows requirement clarification through iterations unlike Waterfall,models
se,What is risk in software engineering?,Guaranteed failure,Potential problem affecting project,Requirement document,Testing method,1,Risk represents uncertainty that may impact project unlike fixed outcomes,management
se,Which technique is used to identify risks?,Risk analysis,Code review,Testing,Debugging,0,Risk analysis identifies and evaluates risks unlike debugging which fixes errors,management
se,What is project scheduling?,Planning project timeline,Writing code,Testing software,Deploying system,0,Scheduling defines timeline and milestones unlike coding or testing,management
se,Which chart is used for project scheduling?,Flowchart,Gantt chart,ER diagram,Use case diagram,1,Gantt chart shows tasks vs time unlike ER diagrams for databases,management
se,What is critical path?,Shortest path in project,Longest path determining project duration,Testing path,Deployment path,1,Critical path defines minimum project duration unlike shortest path concept,management
se,What is software configuration management?,Managing hardware,Managing changes in software,Testing software,Designing system,1,SCM tracks and controls changes unlike hardware management,management
se,Which tool is used for issue tracking?,Git,Jira,Docker,Selenium,1,Jira manages project issues unlike Git which handles version control,tools
se,What is requirement elicitation?,Collecting requirements from stakeholders,Testing requirements,Designing system,Deploying system,0,Elicitation gathers user needs unlike testing or design,requirements
se,Which requirement describes system speed and performance?,Functional requirement,Non-functional requirement,User requirement,System requirement,1,Performance is non-functional aspect unlike functional requirements,requirements
se,What is user requirement?,Detailed technical description,High-level user needs,Testing plan,Design document,1,User requirements describe needs in simple terms unlike technical specs,requirements
se,What is system requirement?,User needs,Detailed technical description,Testing result,Deployment plan,1,System requirements provide detailed specifications unlike user-level descriptions,requirements
se,Which diagram shows data flow in system?,DFD,Class diagram,Sequence diagram,State diagram,0,DFD represents data movement unlike UML structural diagrams,uml
se,What is normalization in software design?,Removing redundancy,Adding redundancy,Testing code,Deploying system,0,Normalization reduces duplication improving efficiency unlike redundancy,design
se,What is redundancy in software?,Duplicate data,Unique data,Testing method,Deployment strategy,0,Redundancy refers to unnecessary duplication unlike unique data,design
se,Which testing checks system usability?,Performance testing,Usability testing,Load testing,Unit testing,1,Usability testing evaluates user experience unlike performance tests,testing
se,What is scalability?,Ability to handle growth,Reducing size,Improving UI,Testing code,0,Scalability ensures system handles increased load unlike UI improvements,quality
se,What is reliability testing?,Testing performance,Testing failure rate,Testing UI,Testing code structure,1,Reliability testing ensures system works without failure unlike performance testing,testing
se,What is maintainability?,Ease of modification,Speed of execution,Security level,Code length,0,Maintainability ensures easy updates unlike performance metrics,quality
se,What is usability?,Ease of use for users,Code efficiency,Testing method,Deployment speed,0,Usability focuses on user experience unlike code efficiency,quality
se,What is security testing?,Testing UI,Testing vulnerabilities,Testing performance,Testing code size,1,Security testing identifies vulnerabilities unlike UI testing,testing
se,What is performance testing?,Testing speed and responsiveness,Testing UI,Testing code structure,Testing requirements,0,Performance testing evaluates speed unlike structural testing,testing
se,What is integration issue?,Modules working together incorrectly,Single module failure,UI problem,Deployment error,0,Integration issues arise when modules fail to interact correctly unlike unit issues,testing
se,What is defect density?,Number of defects per size,Total defects,Testing time,Code length,0,Defect density measures defects relative to size unlike total count,metrics
se,What is software lifecycle?,Development phases,System usage,Testing method,Deployment strategy,0,Lifecycle defines stages from development to maintenance unlike usage,basics
se,Which phase ensures product delivery to users?,Design phase,Deployment phase,Testing phase,Requirement phase,1,Deployment releases product to users unlike design or testing phases,sdlc
se,What is rollback?,Reverting to previous version,Updating system,Testing code,Deploying system,0,Rollback restores earlier version after failure unlike updates,devops
se,What is containerization?,Packaging application with dependencies,Testing container,Deploying system,Designing UI,0,Containers bundle app and environment unlike deployment alone,devops
se,Which tool is used for containerization?,Docker,Git,Jira,Selenium,0,Docker creates containers unlike Git or Jira,tools
se,What is microservices architecture?,Single large system,Collection of small independent services,Testing method,Deployment strategy,1,Microservices divide system into independent services unlike monolithic design,architecture
se,What is monolithic architecture?,Single unified system,Multiple independent services,Testing framework,Deployment method,0,Monolithic system combines all components unlike microservices,architecture
se,What is API?,Interface for communication between systems,Testing tool,Database system,Programming language,0,API enables interaction between services unlike tools or languages,basics
se,What is REST API?,Stateless communication interface,Stateful system,Database query,Testing method,0,REST uses stateless communication unlike stateful protocols,basics
subject,Question,A,B,C,D,answer,explanation,topic
ot,What is the objective of optimization techniques?,Maximize or minimize a function,Store data,Process input,Render graphics,0,Optimization aims to find best solution under constraints unlike data storage or processing,basics
ot,Which type of programming deals with linear objective functions and constraints?,Dynamic programming,Linear programming,Integer programming,Nonlinear programming,1,Linear programming involves linear relationships unlike nonlinear programming,basics
ot,Which method is commonly used to solve linear programming problems?,Simplex method,Dijkstra algorithm,Prim algorithm,Kruskal algorithm,0,Simplex is standard method for LPP unlike graph algorithms,algorithms
ot,What is feasible solution in LPP?,Solution satisfying all constraints,Any random solution,Solution maximizing objective only,Solution violating constraints,0,Feasible solution meets all constraints unlike violating solutions,basics
ot,What is optimal solution?,Any feasible solution,Best feasible solution maximizing or minimizing objective,Random solution,Initial solution,1,Optimal solution gives best value among feasible solutions unlike random ones,basics
ot,What is slack variable?,Extra variable added to inequality constraint,Decision variable,Objective function,Constraint value,0,Slack converts inequality into equality unlike decision variables,basics
ot,What is surplus variable?,Added to ≤ constraint,Subtracted from ≥ constraint,Added to equality constraint,Ignored variable,1,Surplus is subtracted from ≥ constraints unlike slack which is added to ≤,basics
ot,What is basic feasible solution?,Solution satisfying constraints and basis,Solution violating constraints,Random solution,Nonlinear solution,0,Basic feasible solution lies at corner points unlike random points,basics
ot,Which method solves transportation problems efficiently?,Simplex method,Vogel approximation method,Newton method,Gradient descent,1,VAM provides good initial solution unlike generic methods,transportation
ot,What is degeneracy in LPP?,More variables than constraints,Less variables than constraints,Equal basic variables than required,Negative solution,2,Degeneracy occurs when basic variables are fewer than required,basics
ot,What is unbounded solution?,Finite optimal solution,Infinite optimal value,No feasible solution,Multiple solutions,1,Unbounded means objective increases indefinitely unlike finite solutions,basics
ot,What is infeasible solution?,Solution exists,Solution violates constraints,Optimal solution,Multiple solutions,1,Infeasible means no solution satisfies constraints unlike feasible cases,basics
ot,What is dual problem in LPP?,Opposite problem of primal,Same as primal,Nonlinear problem,Graph problem,0,Dual provides alternative formulation of primal unlike unrelated problems,duality
ot,Which method is used for assignment problems?,Hungarian method,Simplex method,Gradient method,Dijkstra algorithm,0,Hungarian method solves assignment optimally unlike simplex,assignment
ot,What is objective function?,Function to optimize,Constraint equation,Variable list,Matrix form,0,Objective function defines goal unlike constraints,basics
ot,What is constraint in LPP?,Limitation on variables,Objective function,Solution value,Matrix,0,Constraints restrict feasible region unlike objective function,basics
ot,What is graphical method used for?,Solve LPP with two variables,Solve large problems,Solve nonlinear problems,Solve integer problems,0,Graphical method works for 2 variables unlike large problems,algorithms
ot,What is feasible region?,Region satisfying constraints,Entire graph,Random region,Infinite region,0,Feasible region contains all valid solutions unlike entire graph,basics
ot,What is corner point method?,Check only edges,Check vertices of feasible region,Check random points,Check constraints only,1,Optimal solution lies at corner points unlike interior points,algorithms
ot,What is shadow price?,Value of resource in optimal solution,Cost of product,Constraint value,Objective value,0,Shadow price shows marginal value of resource unlike cost,duality
ot,What is sensitivity analysis?,Study of solution stability,Finding solution,Testing constraints,Graph plotting,0,Sensitivity checks impact of parameter changes unlike solving problem,analysis
ot,What is transportation problem?,Allocation of resources from sources to destinations,Graph problem,Sorting problem,Searching problem,0,Transportation optimizes distribution unlike sorting/searching,transportation
ot,What is balanced transportation problem?,Supply equals demand,Supply greater than demand,Demand greater than supply,No supply,0,Balanced means total supply equals demand unlike unbalanced cases,transportation
ot,What is unbalanced transportation problem?,Supply equals demand,Supply not equal to demand,No constraints,Infinite supply,1,Unbalanced requires dummy variable unlike balanced problems,transportation
ot,What is initial feasible solution?,Starting solution satisfying constraints,Optimal solution,Random solution,Nonlinear solution,0,Initial solution is starting point for optimization unlike optimal solution,algorithms
ot,Which method finds initial solution in transportation?,North-west corner method,Simplex method,Gradient method,Dijkstra algorithm,0,North-west corner provides initial feasible solution unlike simplex,transportation
ot,What is MODI method?,Optimization method for transportation,Sorting method,Graph algorithm,Search algorithm,0,MODI improves initial solution to optimal unlike sorting methods,transportation
